metro_title,primary_state,region,business_key,business_type,business_feasibility_score,business_feasibility_rank,feasibility_band,entry_strategy,strategy_guidance,market_strength_probability,category_fit_score,whitespace_opportunity_score,momentum_score,recommendation_summary,strength_1,strength_2,strength_3,risk_1,risk_2,recent_unemployment_change,population,median_income,unemployment_rate
"Tampa-St. Petersburg-Clearwater, FL",FL,South,construction,Construction / Trades,56.736686748468,69,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7014558051822058,0.2544926795237867,51.99239922884579,55.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,0.5,3424560,78275,3.5
"San Diego-Chula Vista-Carlsbad, CA",CA,West,construction,Construction / Trades,60.5973205055109,57,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7597402597402597,0.24718341078975747,54.65126933701832,52.000000000000014,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,0.5999999999999996,3298799,109132,4.3
"Denver-Aurora-Centennial, CO",CO,West,construction,Construction / Trades,75.90894917345942,3,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.96,0.29029830578198074,59.705762996072636,36.0,"Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Affluent demand,Category location density,Payroll efficiency,1.0,3050512,108046,4.2
"Orlando-Kissimmee-Sanford, FL",FL,South,construction,Construction / Trades,17.55553372803817,170,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.13330628803245437,0.27413645219221217,26.24146421498388,60.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Category location density,0.3999999999999999,2940513,81044,3.3
"Charlotte-Concord-Gastonia, NC-SC",NC,South,construction,Construction / Trades,61.2088883399134,54,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7764069264069263,0.2286801163809521,59.50446820609482,63.99999999999998,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Payroll efficiency,0.30000000000000027,2883370,85938,3.6
"Baltimore-Columbia-Towson, MD",MD,South,construction,Construction / Trades,51.913119694249446,86,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.6392857142857142,0.23877065647498152,46.774825269005376,40.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Affluent demand,Category location density,Payroll efficiency,0.8999999999999999,2859024,98666,3.1
"San Antonio-New Braunfels, TX",TX,South,construction,Construction / Trades,14.515825412072198,195,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10525198938992042,0.23827287182592566,28.093968809182396,72.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,0.09999999999999964,2763006,78112,3.8
"Austin-Round Rock-San Marcos, TX",TX,South,construction,Construction / Trades,75.41983920327797,6,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.96,0.27399464010926583,68.91660337990555,75.99999999999999,"Established Leader: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,0.0,2550637,99897,3.5
"Portland-Vancouver-Hillsboro, OR-WA",OR,West,construction,Construction / Trades,63.84751870744586,42,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.7764069264069263,0.3166344619653675,54.121211920848026,55.99999999999999,"Established Leader: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Payroll efficiency,0.5,2537070,98994,4.0
"Sacramento-Roseville-Folsom, CA",CA,West,construction,Construction / Trades,21.707891343743132,154,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.17497295469912433,0.315326150493481,26.46140502498734,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Payroll efficiency,0.5,2463127,98775,4.7
"Pittsburgh, PA",PA,Northeast,construction,Construction / Trades,45.110123455166075,105,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.5617212758952188,0.19298780475002542,53.53156879238971,80.0,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,-0.10000000000000009,2429917,77214,3.6
"Las Vegas-Henderson-North Las Vegas, NV",NV,West,construction,Construction / Trades,7.626410665815995,294,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.2542136888605332,19.63919422318296,60.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Payroll efficiency,0.39999999999999947,2398871,80028,5.8
"Cincinnati, OH-KY-IN",OH,Midwest,construction,Construction / Trades,47.66312527004373,97,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.6188331108077474,0.1448269171167138,50.86895047094077,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Category demand footprint,0.7000000000000002,2304804,81489,4.2
"Kansas City, MO-KS",MO,Midwest,construction,Construction / Trades,68.84114328567308,31,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.880952380952381,0.23914922063354688,61.50282297388513,51.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Payroll efficiency,0.6000000000000001,2254288,83785,3.6
"Columbus, OH",OH,Midwest,construction,Construction / Trades,28.779286233527614,136,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.3492586689848353,0.14437264681963816,37.18743863060354,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Category demand footprint,0.7000000000000002,2225377,82938,4.0
"Indianapolis-Carmel-Greenwood, IN",IN,Midwest,construction,Construction / Trades,53.91208169395091,80,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.680952380952381,0.20818050090947476,51.767589864326084,48.00000000000001,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Payroll efficiency,0.6999999999999997,2173288,80239,3.8
"Cleveland, OH",OH,Midwest,construction,Construction / Trades,22.151889777009416,153,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.2614596960467267,0.1283237017912849,38.698526523156005,72.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Category demand footprint,0.09999999999999964,2171877,72532,3.8
"Nashville-Davidson--Murfreesboro--Franklin, TN",TN,South,construction,Construction / Trades,50.32730623487824,88,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.6366753126279874,0.19200114503063775,55.44720802824752,68.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Category demand footprint,0.19999999999999973,2151715,88800,2.8
"San Jose-Sunnyvale-Santa Clara, CA",CA,West,construction,Construction / Trades,74.59246675818333,9,High,White-Space Opportunity,Strong overall market with room for category expansion.,1.0,0.15308222527277787,74.8837312660749,51.99999999999999,"White-Space Opportunity: strongest signals are affluent demand and payroll efficiency, while the main watchout is category location density.",Affluent demand,Payroll efficiency,Low unemployment,Category location density,Category demand footprint,0.6000000000000001,1995484,164801,4.2
